Titre,Lien_du_titre,image,note,venueindex,champ,champ1,catégorie,adresse,étiquette,avatar,auteur,utilisateur
"Ben D. • Décembre 31, 2014
Best thing we did in Rome. Live music is great and their scotch selection is impressive. All the Islays: Lagavulin, Laphroaig, and Ardbeg.",https://fr.foursquare.com/bendrucker,https://fastly.4sqi.net/img/general/300x300/82328938_OFLh6ROVwIlqRKs1b48X6YGfX1z_eLiGcUuIKQYWuzs.jpg,8.8,174,https://fr.foursquare.com/v/gregorys-jazz-club/4adcdac2f964a520115221e3,Gregory's Jazz Club,Club de jazz,"Via Gregoriana, 54A, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/602592_x05SiFS5_Hfc6KYaemRb4pHLjP7birkjkFAFbg2xNrjqMaRizVeP_Oy0ddkkgV7legA-_d4Lq.jpg,"Ben D. • Décembre 31, 2014",Ben D.
"Fluying ✅. • Octobre 9, 2018
This impressive remnant of the ancient bath complex was later transformed (with help from Michelangelo) into the Church of Santa Maria degli Angeli. Amazing church!",https://fr.foursquare.com/fluying,https://fastly.4sqi.net/img/general/300x300/15837410_pAuMss47qSxbxySDv43CGNXfHwTG_WoYQe2A1VCwb9Q.jpg,8.8,175,https://fr.foursquare.com/v/basilica-di-santa-maria-degli-angeli-e-dei-martiri/4adcdac6f964a520175321e3,Basilique Sainte-Marie-des-Anges-et-des-Martyrs,Église,"Via Cernaia 9, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1686706_S0MiWh8V_L4Lvx_1aL9WQp2ansf9jsIZ55sc0ufIiPC3fV9XKU0qUBOBEBlHRL22JfBsyY7j1.jpg,"Fluying ✅. • Octobre 9, 2018",Fluying ✅.
"Francesca • Avril 26, 2012
Un angolo di paradiso per i golosi. Meravigliose creazioni di pasticceria che sono una gioia per gli occhi e per il palato",https://fr.foursquare.com/pellikans,https://fastly.4sqi.net/img/general/300x300/25323843_vm8hXqgdLfrD0JRLdLyJ7_k_tV0UmuaLjj0f5wUN4JA.jpg,8.8,176,https://fr.foursquare.com/v/dolce/4bf7ded65efe2d7fa49f6934,Dolce,Desserts,"Via Savoia, 52, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/IA4QBASHDOEOE2AD.jpg,"Francesca • Avril 26, 2012",Francesca
"Amaurea G. • Octobre 6, 2015
Je n'y ai pas goûté les glaces mais le tiramisu, qui était excellent ! Service agréable et prix très correct.",https://fr.foursquare.com/amaurea,https://fastly.4sqi.net/img/general/300x300/28930114_77mmXXK8485896sRFGYoZrD_n5ISrPydtQ_DO204bp8.jpg,8.8,177,https://fr.foursquare.com/v/hedera-icecream/5159da52e4b09dec1de2287d,Hedera Icecream,Glace,Rome,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EN2GTKPDPFWG50L5.jpg,"Amaurea G. • Octobre 6, 2015",Amaurea G.
"Rrawat F. • Avril 28, 2019
Beautiful Rose Park near Circo Massimo (Circus Maximo). Has over 100 roses from all over the world. Beautiful view.",https://fr.foursquare.com/rawatfelkner,https://fastly.4sqi.net/img/general/300x300/1811413_4ANHZoSDyysb6yIgGz22FRCIDHi86q7lyCjr35TQPXk.jpg,8.8,178,https://fr.foursquare.com/v/roseto-comunale/4dd006fd1f6eb12270a1d878,Roseto Comunale,Jardin,"Via di Valle Murcia 7, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/132039397-RKRALQDYNVD1KP3Y.jpg,"Rrawat F. • Avril 28, 2019",Rrawat F.
"Yas E. • Septembre 23, 2016
ravioli mimosa et pates fromage et poivre! excellents",https://fr.foursquare.com/yase3041918,https://fastly.4sqi.net/img/general/300x300/5098607_oAAdXBQOQtkN_vb__c2i_9m-BmK4wDcNyCRbbOaIHgU.jpg,8.8,179,https://fr.foursquare.com/v/taverna-trilussa/4b463a89f964a520c21a26e3,Taverna Trilussa,Italien,"Via del Politeama, 21, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/216965615-3XQ3HJ44WVBAZ4RE.jpg,"Yas E. • Septembre 23, 2016",Yas E.
"Pierre B. • Novembre 7, 2014
Petite place juste à côté du Colisée.",https://fr.foursquare.com/pierre_besses,https://fastly.4sqi.net/img/general/300x300/49239773_gOWjuPbMofeRZpStJpKxXvnobm-jejgbFaTw3Ebv_oI.jpg,8.8,180,https://fr.foursquare.com/v/piazza-del-colosseo/4d21e9d729292d43b05e5274,Piazza del Colosseo,Place,"Piazza del Colosseo, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/43571501-J0F10BMRJ2PHVNFB.jpg,"Pierre B. • Novembre 7, 2014",Pierre B.
"Marie C. • Juillet 24, 2018
Tres bon rapport qualité/prix, savoureux, et un buffet plein de couleur et appétissant pour un prix plus que raisonnable . Service rapide et agréable . Je recommande +++++ !",https://fr.foursquare.com/mariec1499697,https://fastly.4sqi.net/img/general/300x300/40611363_8p79SlqLNIDm6VqKp7K2_WLu5XE3sWVHBIRaj_3Zn3g.jpg,8.8,181,https://fr.foursquare.com/v/al-forno-della-soffitta/4adcdacbf964a520015521e3,Al Forno della Soffitta,Italien,"Via Piave, 62-64 (Via Augusto Valenziani), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/500367039_1fem2BG3_8VSPjvLvNuKwTmaMUx_qUQ_bYT1QCgbdvlPL3UuD9p2Z35_utPb65p1W1238azTH.jpg,"Marie C. • Juillet 24, 2018",Marie C.
"Kawika T. • Mai 5, 2018
Staff is super friendly. Ask them anything and they’ll help you out.",https://fr.foursquare.com/koenigkawika513,https://fastly.4sqi.net/img/general/300x300/1361508964_83xTJ3sN0janOgfFZEsOKffDk-NBi0rbNHSQZv2Wphk.jpg,8.8,182,https://fr.foursquare.com/v/lego-store/5a16bd2de179105d3ae25993,Lego Store,Jeux et jouets,"via Tomacelli 142, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/611648_aGjIn4Wz_xk3Lv-zXyhC43BiFoHI_pvS4AcMdD2r3gfCFYkYDQelHk6dkuBaVaIAkh29xf2NS.jpg,"Kawika T. • Mai 5, 2018",Kawika T.
"Julia K. • Septembre 14, 2016
The place looks great at sunset",https://fr.foursquare.com/juliak6453855,https://fastly.4sqi.net/img/general/300x300/2445521_6W31R_Xo86dRg2yMykY1ZVf72aRH24fh_E3heAyjttA.jpg,8.8,183,https://fr.foursquare.com/v/piazza-san-giovanni-in-laterano/4dcf87dbfa7664b7c6c407f5,Piazza San Giovanni in Laterano,Place,"Piazza San Giovanni in Laterano, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/339798158-B5BCHLKFALD0SNVH.jpg,"Julia K. • Septembre 14, 2016",Julia K.
"🕊 Fondation I. • Janvier 28, 2015
#Classique et #Chic.",https://fr.foursquare.com/intelligencetv,https://fastly.4sqi.net/img/general/300x300/30592092_oWCGjq9_mjm7yy6FiJDcK8uAef7yKsxGXW3aiFqLDWw.jpg,8.8,184,https://fr.foursquare.com/v/palazzo-manfredi/4f6a2c40e4b073dcac10f45b,Palazzo Manfredi,Hôtel,"Via Labigana 125, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/89629008-0M2MBOBAKW5IVLED.jpg,"🕊 Fondation I. • Janvier 28, 2015",🕊 Fondation I.
"Alexis G. • Avril 13, 2017
Enseigne sans prétention, mais Super propre, service sympa et on y mange très bien",https://fr.foursquare.com/alexguitton,https://fastly.4sqi.net/img/general/300x300/160059537_h1GBdK1Y8k4wDc5e-cAn-r4vKcfySs6_p6sUWiJgXgg.jpg,8.8,185,https://fr.foursquare.com/v/poldo-e-gianna-osteria/5797bd0d498eada7cf9a5c23,Poldo e Gianna Osteria,Restaurant,"Vicolo Rosini 6/7, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/4I1QV0YBZQZNY1SS.jpg,"Alexis G. • Avril 13, 2017",Alexis G.
"Marie-Aude C. • Mai 2, 2014
il s'agit d'une adresse immanquable à Rome",https://fr.foursquare.com/mariaucam,https://fastly.4sqi.net/img/general/300x300/498253867_u6H8bwbVXycsEbw_40L5RYhn7bjwM7jBn8Pgjds6f6c.jpg,8.8,186,https://fr.foursquare.com/v/trattoria-da-alfredo-e-ada/4d5128c5529dcbffdb2eddc4,Trattoria da Alfredo e Ada,Trattoria/Osteria,"Via dei Banchi Nuovi, 14, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/78296665-CHR0VFWR4SUSLLWG.jpg,"Marie-Aude C. • Mai 2, 2014",Marie-Aude C.
"hussein s. • Octobre 7, 2018
Des pâtes maison bonnes et pas chères. Mangez sur le comptoir intérieur, extérieur ou juste emportez votre plat!",https://fr.foursquare.com/hussein_ayiti,https://fastly.4sqi.net/img/general/300x300/65047765_zam-aO49wHX0If-0v3mtwbv8NnJQAn6gQCeuAIH7Wt0.jpg,8.8,187,https://fr.foursquare.com/v/pastasciutta/552bdec9498e8cdeb5a994ba,pastasciutta,Italien,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/81760655-CZHSXMEZLBPVKKP1.jpg,"hussein s. • Octobre 7, 2018",hussein s.
"irfan M. • Novembre 20, 2019
Great location, great staff, perfect 💯",https://fr.foursquare.com/irfanmeral,https://fastly.4sqi.net/img/general/300x300/51503592_XNjp_WeqBzBuXL0Xfqr0GiIWFyu6Ooco-1eeEZoSLIY.jpg,8.8,188,https://fr.foursquare.com/v/hotel-de-la-ville/5d250cd361bdc400232a05ca,Hotel De La Ville,Hôtel,Rome,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/11191246-1RW3ETITKR1IP2V0.jpg,"irfan M. • Novembre 20, 2019",irfan M.
"Jérôme O. • Janvier 6, 2019
Très bon accueil, les pizzas sont très bonnes.",https://fr.foursquare.com/jeromeo1414781,https://fastly.4sqi.net/img/general/300x300/32257918_gjmH09qL7MpCMF_R3KgUJVq8LUE0JnLDv7yGaETqpOc.jpg,8.8,189,https://fr.foursquare.com/v/trieste/56a676a2498ee1253bbdeb37,Trieste,Pizza,"Via Urbana 112, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/519111429_vLWdxLU3_U4Xy9zqvp4rgrdMeXO1ZpVVYuRcKNKbICguelMYfiCAa6XFe6QPLdM59xBwglw4h.jpg,"Jérôme O. • Janvier 6, 2019",Jérôme O.
"Roland S. • Juillet 11, 2015
Perfect terrace on the roof, with good cocktails. Great service beautiful rooms. It made our visit to Roma extraordinary.",https://fr.foursquare.com/roschj,https://fastly.4sqi.net/img/general/300x300/512204999_6vNd-aEvfIE7h1i_OFMiHygErOYFCwVJ4k0TT9CXbzU.jpg,8.8,190,https://fr.foursquare.com/v/palazzo-navona-hotel/5434ebb2498ec648be180148,Palazzo Navona Hotel,Hôtel,"Via del Melone 18/20, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/UTWK1P4PEBS1UYFA.jpg,"Roland S. • Juillet 11, 2015",Roland S.
,,https://fastly.4sqi.net/img/general/300x300/68383278_T9x0CbI4fKkZdoNdCmTNJ2ZUpPVqA8M9nOijRJpLask.jpg,8.8,191,https://fr.foursquare.com/v/the-first-luxury-art-hotel-roma/4df60a6e18386ecb4e38e1b2,The First Luxury Art Hotel Roma,Hôtel,"Via del Vantaggio 14 (Via di Ripetta), Rome",Enregistrer ,,,
"Aliiciia M. • Juillet 21, 2019
Super pas trop cher et il y a des cônes au chocolat super ! Il y a minimum 3 parfum peit importe la taille du cône",https://fr.foursquare.com/aliiciim3396546,https://fastly.4sqi.net/img/general/300x300/45124752_CMFUFk5qEb37PCerUfxri7TI2Q7Knf-2j9q-gP2eDow.jpg,8.8,192,https://fr.foursquare.com/v/gelateria-old-bridge/4b064fb3f964a520a8ea22e3,Gelateria Old Bridge,Glace,"Viale Bastioni di Michelangelo, 5, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/551679717_ykpHqoYe_Go1_3qJPdXiGvqtJk1cLjVOl9kU0Kn1HtbJbRqdnNC1IlLh9rXtGlQjkxkAOSXeN.jpg,"Aliiciia M. • Juillet 21, 2019",Aliiciia M.
"Guillaume G. • Février 16, 2014
A essayer sans modération!!!",https://fr.foursquare.com/guillaug2687355,https://fastly.4sqi.net/img/general/300x300/17540557_nmO8JnFdQ6ivG4ldXI0UymWVCE-eb8bCYaMEVsG3_3M.jpg,8.8,193,https://fr.foursquare.com/v/enoteca--taverna-capranica/4ea9aaeb29c2152deb00975a,Enoteca & Taverna Capranica,Italien,"Piazza Capranica, 104, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/U43WZP5XXDEYZTMN.jpg,"Guillaume G. • Février 16, 2014",Guillaume G.
"Gabriela B. • Avril 23, 2015
One of the best pastas I have ever eaten - Gnocchi with gorgonzola sauce, bacon and black truffles. The ""fiori di zuccha"" for the antipasti is amazing as well. Don't miss going there in Rome.",https://fr.foursquare.com/gabrielb8226449,https://fastly.4sqi.net/img/general/300x300/992758_KovM8ImTj2RqrUV42eFg_yvyoWuWZRfpq_OU0sxqciI.jpg,8.8,194,https://fr.foursquare.com/v/pietro-valentini-ristorante/50cf8a80e4b0262ef456e605,Pietro Valentini Ristorante,Italien,"Via Dei Pianellari, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Gabriela B. • Avril 23, 2015",Gabriela B.
"Nigel H. • Février 20, 2018
Lovely deep-fried suppli and traditional Roman pizza.",https://fr.foursquare.com/nghudson,https://fastly.4sqi.net/img/general/300x300/41516692_DaTmOmx65uqFPP9DLRJWswv2F20umq_5ywDRu--Hf4c.jpg,8.7,195,https://fr.foursquare.com/v/isuppli/56b4deff498e6f4bdc91eaf7,isuppli,Italien,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/X3UC0NEESBDTEZTA.jpg,"Nigel H. • Février 20, 2018",Nigel H.
"Arnaud d. • Août 24, 2016
Ce musée est assez peu fréquenté pourtant vous pourrez voir quelques chefs-d'œuvre dans ce magnifique palais.",https://fr.foursquare.com/arn_dlp,https://fastly.4sqi.net/img/general/300x300/1912924_CNmgzpK7SF0wfXHztEy0GfNs8qJ51JCkGt4PG-52ikA.jpg,8.7,196,https://fr.foursquare.com/v/galleria-doria-pamphilj/4adcdacaf964a520675421e3,Galleria Doria Pamphilj,Galerie d'art,"Via del Corso, 305, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/95987532-DTB5CR3BHQBJJJ34.jpg,"Arnaud d. • Août 24, 2016",Arnaud d.
"Y 🇰🇼 • Juillet 10, 2019
Classic style Hotel, in the center of Rome, very helpful staff with relaxing atmosphere 👏",https://fr.foursquare.com/user331217490,https://fastly.4sqi.net/img/general/300x300/1391077680_sWtFu80k9ZNYE9rtMZAR7_wJHPBBhJdk_ankFXAMyUk.jpg,8.7,197,https://fr.foursquare.com/v/hotel-majestic/4b976abbf964a520ea0235e3,Hotel Majestic,Hôtel,"Via Vittorio Veneto 50, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/331217490_saD8PC1a_0ZpgEMw31MFH-ukY_E2x-MZhUysNqUoSnz3Vk1Q6wP-5sYC3TICfnCEkWpR72fEf.jpg,"Y 🇰🇼 • Juillet 10, 2019",Y 🇰🇼
"Vanessa M. • Décembre 22, 2015
Très belle découverte. Produits de qualité et service professionnel et souriant. Une bonne adresse à Rome près de la Piazza Navona.",https://fr.foursquare.com/vaness3107,https://fastly.4sqi.net/img/general/300x300/722706_F8G-oSsybWJOW3CJ-stocB2dPA9s4i3xr0mPmdoBrfU.jpg,8.7,198,https://fr.foursquare.com/v/sec-sedie-e-cantine/526d66cf11d274c038eb915d,SeC Sedie E Cantine,Restaurant,"Via Della Vetrina 12a, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/78204023-ZKBT0WXKUUNJCGJM.jpg,"Vanessa M. • Décembre 22, 2015",Vanessa M.
"Half B. • Novembre 6, 2014
This place ia simply amazing, Alessandro and his family will welcome you with a smile and will let you have some of the best food you can have in Rome for a very reasonable price! Highly recomended!!!",https://fr.foursquare.com/halfblood,https://fastly.4sqi.net/img/general/300x300/53440420_6OfX95H0B11257qVTGg_RbpIA5YjYNOudarvVWI0WuM.jpg,8.7,199,https://fr.foursquare.com/v/fiaschetteria-marini/4da895301e72d9bb474978a5,Fiaschetteria Marini,Italien,"Via Raffaele Cadorna, 9 (via Piave), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/YQXDPZXA1RMF3NMT.jpg,"Half B. • Novembre 6, 2014",Half B.
"Fernando J. • Février 15, 2015
Caminando a gusto.",https://fr.foursquare.com/fherdragonrojo,https://fastly.4sqi.net/img/general/300x300/379537747_Td37IV67IhLlCXSdw_FB_YlQUbIi0T6pKYNt0b639Nk.jpg,8.7,200,https://fr.foursquare.com/v/colonna-dellimmacolata/534579be498e4a04b7b352b9,Colonna dell'Immacolata,Monument,"Piazza Mignanelli, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/10672810_zi5ExTlg_VOn9F9hKhkPoVUQPTUDywFODdl6gSYq-2Bg92f7R9YLdhto1JXP3AyT850p41hru.jpg,"Fernando J. • Février 15, 2015",Fernando J.
"Jérôme O. • Janvier 3, 2019
La « prima colazione » typique al bar à l’italienne dans un boucan pas possible. A ne pas rater !",https://fr.foursquare.com/jeromeo1414781,https://fastly.4sqi.net/img/general/300x300/4333447_GN1QX6CpHgtcU0OUE_gBmwxa6HMgCIJCE7y4uWRH-dk.jpg,8.7,201,https://fr.foursquare.com/v/pasticceria-regoli/4ce0048969136dcb4ad2e0e6,Pasticceria Regoli,Boulangerie,"Via dello Statuto, 60, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/519111429_vLWdxLU3_U4Xy9zqvp4rgrdMeXO1ZpVVYuRcKNKbICguelMYfiCAa6XFe6QPLdM59xBwglw4h.jpg,"Jérôme O. • Janvier 3, 2019",Jérôme O.
"i$mail Ç. • Mars 24, 2016
Fountain is one of the best works of Bernini. It looks wonderful especially in nights 💕🏅🎖",https://fr.foursquare.com/user70812296,https://fastly.4sqi.net/img/general/300x300/13691809_dxnihfKQsw76n_a0A0MwVaTrSzOrYGpFYDvW6h2bI-s.jpg,8.7,202,https://fr.foursquare.com/v/piazza-barberini/4adcdac7f964a520a95321e3,Piazza Barberini,Place,"Piazza Barberini, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/70812296_1XZ4ZE0w_wRAqoaO3DGjv8hnEaQvc7AVzX9bHcuFBCNdCF2Tls8oSpzZshB7hjd6cXq-POT-p.jpg,"i$mail Ç. • Mars 24, 2016",i$mail Ç.
"Joanne C. • Février 20, 2014
Beautiful hotel with great service. Love every single details of the design! Definitely the best hotel in Rome. Highly recommended!",https://fr.foursquare.com/joannec5117167,https://fastly.4sqi.net/img/general/300x300/519944_G-FunUH1aeSgtVtclGz-oM54heiJChXnChKyK_5GG3g.jpg,8.7,203,https://fr.foursquare.com/v/jk-place-roma/5270d78011d2254b153c4b0a,J.K. Place Roma,Hôtel,"Via di Monte D'Oro, 30, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/58631601-B1JEEYG5HL1QH4V4.jpg,"Joanne C. • Février 20, 2014",Joanne C.
"Elena R. • Janvier 23, 2016
Good coffee and great croissants! Must try the tiramisu croissant! We had breakfast here every morning!",https://fr.foursquare.com/elenar4651844,https://fastly.4sqi.net/img/general/300x300/520373243_E7Fvo76KiO5jGnfI4loyvO-_MfHjab4MeOBQqtgiwhY.jpg,8.7,204,https://fr.foursquare.com/v/tre-caffe/518be0cf498ea3f93bfec4da,Tre caffe,Café,"Via dei Due Macelli, 107, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/93816545-R12W5LKICDOJL04A.jpg,"Elena R. • Janvier 23, 2016",Elena R.
"Delph I. • Février 19, 2019
Très bon service, vin et nourriture excellente.",https://fr.foursquare.com/delphi6946436,https://fastly.4sqi.net/img/general/300x300/40828344_5wOyY-hmYro9x_y_-VajZvmS6JAOZPmMvoRVHPSSi1Y.jpg,8.7,205,https://fr.foursquare.com/v/il-sorpasso/4df3db401f6e818dae02541d,Il Sorpasso,Italien,"Via Properzio, 31, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/495898723_5L8EuhT9_8yxgf728JBfjFBAedCm0QG36x3gkjRpRM-4lYN8ZKXtfuVy0QE8eShyGloyz-Nf9.jpg,"Delph I. • Février 19, 2019",Delph I.
"Jayphen S. • Octobre 4, 2016
Upstairs is a great place to hang out and peruse the many art, design and photography books while sipping a delicious coffee.",https://fr.foursquare.com/jayphen,https://fastly.4sqi.net/img/general/300x300/1388441450_rUN2ZEj5ZFBh3AeaK6nUm5IeIdRbtIbZZEND32LMs0k.jpg,8.7,206,https://fr.foursquare.com/v/illy-shop/51768972e4b090f99a3a28dc,Illy Shop,Café,"Via Dei Due Macelli 59/D, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/131302-X5TBYHX42J4ZTIEC.jpg,"Jayphen S. • Octobre 4, 2016",Jayphen S.
"Panito K. • Août 23, 2013
Nice piazza....few minutes away from the ""via del corso"" (city centre). Relax and sit for a coffee, then shopping, then...",https://fr.foursquare.com/panitokoukou,https://fastly.4sqi.net/img/general/300x300/3405917_uUHT79t72l4IU6CgYBoxuJnaIaTtnNlFS_6HZ2N3awA.jpg,8.7,207,https://fr.foursquare.com/v/piazza-di-pietra/4c138d5bb7b9c9286daca937,Piazza di Pietra,Place,"Piazza Di Pietra (Via de Pastini), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/9730563_gdhXQVSk_X1TD7Vdhvl_rW5xXiP_bFYgB0COu0iFath_ayTOCmzTrk3pu0pIGWNM1kgiOUeR1.jpg,"Panito K. • Août 23, 2013",Panito K.
"Fabio M. • Septembre 22, 2012
Very gooood Italian sandwiches!!! Highly recommended :-)",https://fr.foursquare.com/fabiom3815629,https://fastly.4sqi.net/img/general/300x300/7028893_-6e72kE6Bq3WPqvsQepjIAYi4p-qD-dtbfAmFhqZjUk.jpg,8.7,208,https://fr.foursquare.com/v/panepi%C3%B9-bistrot/505e14b4e4b0fae5e948b53d,PanePiù Bistrot,Sandwicherie,"Via Florida, 21, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/ODJDA5WEQSAQSLX0.jpg,"Fabio M. • Septembre 22, 2012",Fabio M.
"Cory S. • Octobre 2, 2020
We had this salad with salmon and avocado. Amazing. We also had a rigatoni that was buonissimo",https://fr.foursquare.com/corys5029376,https://fastly.4sqi.net/img/general/300x300/17171662_31uAEzEWtPYtsF-u9jxDww1_taorHnkdM2HvF-zMhSA.jpg,8.7,209,https://fr.foursquare.com/v/culinaria/5589b12c498efce8c10fd4d2,Culinaria,Italien,"via Gaeta, 81, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/112701249-SRENRFJVWK01WFP1.jpg,"Cory S. • Octobre 2, 2020",Cory S.
"Yuliya C. • Décembre 16, 2018
Liked this boutique. Second large in Europe. No luck with wanted buyings, but very nice staff.",https://fr.foursquare.com/juliettadruen,https://fastly.4sqi.net/img/general/300x300/1393344491_FRS4Oi_TZd0PzSVVFOOtDVcTUSdjEGjpGX3r8sdH_Ls.jpg,8.7,210,https://fr.foursquare.com/v/herm%C3%A8s/4adcdad3f964a520175721e3,Hermès,Magasin d'accessoires de mode,"Via dei Condotti 67, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/14036999_LaO2bGjc_GLRoqLhGR0rpDqNEXh29SnH-GU_NPW719mlBT5dFX0ehsFx5W8AhTTRnmaIV3Ko8.jpg,"Yuliya C. • Décembre 16, 2018",Yuliya C.
"Jane D. • Janvier 14, 2017Beautiful rooms, deluxe bathrooms.   Very convenient to great Monti area restaurants and central transport.  One stop on metro from train station.  Would definitely return next time in Rome.",https://fr.foursquare.com/janed4723395,https://fastly.4sqi.net/img/general/300x300/51867339_q8cVXaGrGhVzBd9ktHgYz8EU0yqh5T5Clek36_f9dzk.jpg,8.7,211,https://fr.foursquare.com/v/monti-palace-hotel/57d2698c498e076196cbbacc,Monti Palace Hotel,Hôtel,"Via Cavour 185, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/W5UKHEFJMXBAG3DV.jpg,"Jane D. • Janvier 14, 2017",Jane D.
"Stephane g. • Septembre 3, 2015
Cadre très sympa, déco et chaleureux , accueil et plats tres quali !!",https://fr.foursquare.com/stephang2384350,https://fastly.4sqi.net/img/general/300x300/12984470_FoYc0RwOCtb8kH3q1lhwq-DG5EZ0dmCVgFwzvY1pP00.jpg,8.7,212,https://fr.foursquare.com/v/etabli/4ba54993f964a5205ef638e3,Etabli,Bar à vins,"Vicolo delle Vacche, 9, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/8430462-BVNSH5TAMHNOZCQA.jpg,"Stephane g. • Septembre 3, 2015",Stephane g.
"Ievgen K. • Octobre 19, 2019
Excellent service, tasty pasta, great location and they have kilkenny on tap!",https://fr.foursquare.com/ievgenk7261576,https://fastly.4sqi.net/img/general/300x300/81589921_M8mJ5PGEdRlfx5VMZOsjp6kuaWPiFNBQoqDuGw90vRQ.jpg,8.7,213,https://fr.foursquare.com/v/birreria-marconi/4d0131a82685a35dc5e7cc90,Birreria Marconi,Pub,"Via Santa Prassede, 9, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/494434283_uSLEMTgL_cy7H4mJaKmi_i1-pqUWg85Lwhn2_rcfCWXxD89djHTZYgPDmOaCBzQtFmn83RK9j.png,"Ievgen K. • Octobre 19, 2019",Ievgen K.
"Poline M. • Décembre 7, 2012
Highly recommend to try incredible double chocolate biscuits or visit this lovely place for the lunch: bagels, sandwiches and kish!Friendly atmosphere and always smiling Francesca behind the counter!",https://fr.foursquare.com/polinem7206179,https://fastly.4sqi.net/img/general/300x300/94614027_uWfF9NF885cPc63A0OnbJlMCyTg0WUlmoWsX8cpo7HA.jpg,8.7,214,https://fr.foursquare.com/v/made-creative-bakery/4ecd61e8f790d07035063b71,Made Creative Bakery,Tarterie,"Via Dei Coronari 25, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/QNMJBDM3H3QYNIWU.jpg,"Poline M. • Décembre 7, 2012",Poline M.
"Duygu D. • Janvier 10, 2019
Very tasty and healty small dark chocolates with variety of flavors; and pure bars are worth to try!",https://fr.foursquare.com/duygud9628198,https://fastly.4sqi.net/img/general/300x300/6717307_b5Loga9Z-qgrhkn5N80LFF19kNrEcxwvfMpw_eKZpoM.jpg,8.7,215,https://fr.foursquare.com/v/grezzo/534ffee6498e48ae85854661,Grezzo,Pâtisserie,"Via Urbana 130, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/403283730_Azga1obT_ci46DU8etj1zY2mkATEhtv63YnROdNIg2DhnMAwvkFm12wWKQV6T6hjuEHbHAYhY.jpg,"Duygu D. • Janvier 10, 2019",Duygu D.
"Sidira K. • Janvier 20, 2019
Very, very, very simple church, in contrast to most churches in Rome. In a great spot in aventino hill. Worth a visit.",https://fr.foursquare.com/sidirakiouria,https://fastly.4sqi.net/img/general/300x300/543660708_coXyDfhTqUec5MOVKXsKnvyvZKbJ4fnBNgyjHmkMVcc.jpg,8.7,216,https://fr.foursquare.com/v/basilica-di-santa-sabina-allaventino/4adcdac6f964a520235321e3,Basilica di Santa Sabina all'Aventino,Église,"Piazza Pietro d'Illiria, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3AFYQGRRYHFOZRK4.jpg,"Sidira K. • Janvier 20, 2019",Sidira K.
