Titre,Lien_du_titre,image,note,venueindex,catégorie,prix,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
Vigelandmuseet,https://fr.foursquare.com/v/vigelandmuseet/4cb251e7babebfb7d127a4ab,https://fastly.4sqi.net/img/general/300x300/198015870_VT6x2lswvCiSPHSg2h71-hHHYhSQ-5eSYmdBEPb7_9I.jpg,8.5,177,Musée d'art,,"Nobels gate 32, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/92790727_idiJiZe7_1eVSKr4m-lv1fQZFp7PF5XzZcs7HjSYtrVm35-0PFQj3ztqqBeQ4_zFdD9XWltqA.jpg,"Jason M. • Avril 16, 2017
Amazing collection of casts and replicas of Vigeland's work. Great explanations of the sculptures outside in the Vigeland Sculpture Park!","Jason M. • Avril 16, 2017",https://fr.foursquare.com/jasonm7721249,Jason M.
Syverkiosken,https://fr.foursquare.com/v/syverkiosken/4bb7a74798c7ef3be9223002,https://fastly.4sqi.net/img/general/300x300/2135759_IZPbYj51CgrlKDhzX2ndzCkN_3Mlxp4Z524TB3E67WY.jpg,8.5,178,Hot-dogs,$$$$,"Waldemar Thranes gate, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/35758459_1qgWzaW2_xKD2dRD1uV7g69lyelQ8FjMQnjqcDktxGi-Uv4fItFr1Pzwqi1iQinPcAdebQgEl.jpg,"Nevena • Octobre 29, 2022
Special tiny place in a shack with chatty owner! Delicious hotdogs with flatbread made from potatoes, 'basic/simple' homemade toppings. Worth walking from the city center. Reasonable price for Oslo","Nevena • Octobre 29, 2022",https://fr.foursquare.com/nevena2137118,Nevena
Maschmanns Brasseri,https://fr.foursquare.com/v/maschmanns-brasseri/53177551498e1d395bbda528,https://fastly.4sqi.net/img/general/300x300/1813168_DOOo8-xr6jpQopsYJfzgR79apib9YLbx4i187d-rxSw.jpg,8.5,179,Gastronomie européenne,,"Karenslyst Allé 51, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/246829_ptwnaEAr_MeKJqwByKEbyycNsxow6MDj4L1V8szDvHoM5Fp2dY9GjXCqcegDtH72Pn0Vwx3Gd.jpg,"Ole H. • Septembre 26, 2018
Great place for lunch. Tasty pizzas, fresh focaccia sandwiched and delicious fatty cronuts","Ole H. • Septembre 26, 2018",https://fr.foursquare.com/oleh1257736,Ole H.
Kon-Tiki Museet,https://fr.foursquare.com/v/kontiki-museet/4b0588b5f964a52072d522e3,https://fastly.4sqi.net/img/general/300x300/49935495_sQKfOMWzNkv0yvDxX8faHqqVZnE_KzjZXZGDaJRIKBg.jpg,8.5,180,Musée d'histoire,,"Bygdøynesveien 36, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/VXZX1PRNSQSB3ALO.jpg,"Mattias G. • Décembre 9, 2014
Nice exhibition with interesting stuff on display. Everything explained in an easy to understand way.","Mattias G. • Décembre 9, 2014",https://fr.foursquare.com/mattiasg9598462,Mattias G.
Glød,https://fr.foursquare.com/v/gl%C3%B8d/4bd1eaae77b29c74bb8f8d82,https://fastly.4sqi.net/img/general/300x300/55249249_7-8BVgHQOiiW1utNsr3ITdCTHhB7PxGIcU0dKCmnlFs.jpg,8.5,181,Bar,$$$$,"Thorvald Meyers gate 70 A (Korsgata), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/41061414-P2U2Y1EEAIRSTS4Q.jpg,"Asma A. • Septembre 11, 2016
Ambiance sympa et très cosy au feu de la cheminée.","Asma A. • Septembre 11, 2016",https://fr.foursquare.com/asmaabdelmalek,Asma A.
Café Rouleur,https://fr.foursquare.com/v/caf%C3%A9-rouleur/5646645e498e954762d5c803,https://fastly.4sqi.net/img/general/300x300/9747334_Z6viIONiBj8vqo12mV6npOumkieb3Ga2_yJ8VfSh9Ko.jpg,8.4,182,Cocktail,$$$$,"Ullevålsveien 16 (Waldemar Thranes Gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/332150_PxlycNGd_rfB_nidyP29hRk5SlDeNaLZeFgtRH4urm6IvL-kRbofqikxymCM2CSNTb26SETQG.jpg,"Steinar B. • Mars 1
My favorite spot for wines in Oslo.",Steinar B. • Mars 1,https://fr.foursquare.com/5teinar,Steinar B.
Bogstad Gård,https://fr.foursquare.com/v/bogstad-g%C3%A5rd/4ba4dbedf964a520edbb38e3,https://fastly.4sqi.net/img/general/300x300/612724_O5iwN5CMSCPernLqPGFlN5dUN1SvJq1feyFgF3Viq5I.jpg,8.4,183,Ferme,,"Sørkedalen 826, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/11690155-KPF4TGEA0LLG1XXS,"Berg M. • Avril 3, 2016
Nice cafe with atmosphere and smorgasbord. Maybe the nicest Castel in Oslo with a park restored back to original glory.","Berg M. • Avril 3, 2016",https://fr.foursquare.com/oddmoe,Berg M.
Villa Paradiso,https://fr.foursquare.com/v/villa-paradiso/4b0d7253f964a520864823e3,https://fastly.4sqi.net/img/general/300x300/2081161_FixYDGfmKLdsQqJNwkm7-JFMWoDYS3UmqowiM29kgfU.jpg,8.4,184,Italien,$$$$,"Olaf Ryes plass 8 (Markveien), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/95586231-COMQDG2ALWLTMIQ3.jpg,"Stephen . • Août 22, 2017
Really tasty pizza, generous in toppings and flavour! Better pizza than you'd find in many places in Italy!","Stephen . • Août 22, 2017",https://fr.foursquare.com/stephen5995017,Stephen .
Freddy Fuego,https://fr.foursquare.com/v/freddy-fuego/55aa89a2498ee54a909eb467,https://fastly.4sqi.net/img/general/300x300/10723958_ki3lxStU4XJLKrUjxlp9BLsRWGRIYcpLZmz4_TzTfBg.jpg,8.4,185,Burritos,$$$$,"Hausmanns gate 29, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/8374123-WS40K4XHJSWLY0IO.jpg,"Anders Y. • Mai 22, 2016
Best burrito in Oslo. My favourite is El puerco picante with the Xni Pec salsa (pronounced shnee pek).","Anders Y. • Mai 22, 2016",https://fr.foursquare.com/andersy6917698,Anders Y.
Kulturhuset,https://fr.foursquare.com/v/kulturhuset/4d6d2125a6ff721e2ca5bf20,https://fastly.4sqi.net/img/general/300x300/504579516_t0YmO7vIUuYEi_Od5dMbkcmCynIERuipPdvx-nDgo1E.jpg,8.4,186,Bar,$$$$,"Youngs gate 6 (Calmeyers gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/438077047_wKKv8Yag_JHhS1F0K3x4v6eaEv0VRrvbS1xwB0G5csxlFPn5zdTEEC413tOMgGxr6k_TNvjQu.jpg,"Marthe S. • Octobre 8, 2018
Such nice place with shuffleboard and great selection of beer. Nice and cozy atmosphere.","Marthe S. • Octobre 8, 2018",https://fr.foursquare.com/marthes7946602,Marthe S.
Feinschmecker,https://fr.foursquare.com/v/feinschmecker/4b0588b6f964a520acd522e3,https://fastly.4sqi.net/img/general/300x300/5045646_fWGm0zxmBtHXzlyZEw-eMgIq3_6R4kJxfXnwqG2pABA.jpg,8.4,187,Scandinave,$$$$,"Balchens gate 5, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/37506374-TVUNUALFHZRP3QTJ.jpg,"Urban Tommy G. • Juin 29, 2013
Everything is up to perfection....high quality on everything. It's gonna cost a bit though. But it's worth it..","Urban Tommy G. • Juin 29, 2013",https://fr.foursquare.com/urbantog3829569,Urban Tommy G.
Ice Crime | Haralds vaffel,https://fr.foursquare.com/v/ice-crime--haralds-vaffel/5b33a7a210b30300242a7787,https://fastly.4sqi.net/img/general/300x300/3840770_7bWjG4OkjWj2lpoYfcWd8SR7WYj1EgZNHB1W8Mwl-v8.jpg,8.4,188,Glace,$$$$,"Olaf Ryes Plass 3, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/10427622-BFU1HEMDELCKWLOR.jpg,"Pitchada • Août 15, 2018
The best waffle, especially the triple cheese chilli.","Pitchada • Août 15, 2018",https://fr.foursquare.com/pitchada4859257,Pitchada
Bass Oslo,https://fr.foursquare.com/v/bass-oslo/573c8f2d498ea82f15240146,https://fastly.4sqi.net/img/general/300x300/1813168_iYCf-BADiHBGw4Z93YTFe6CakmI0vAecbHjU3oXrbZc.jpg,8.4,189,Bar,$$$$,"Thorvald Meyers gate 26c, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/70180591-HQTTHLEKWDT43MFM.jpg,"S K. • Juin 30, 2019
Amazing tapas style menu! Great small batch natural wines. You can rely on the staff to find one that suits you.","S K. • Juin 30, 2019",https://fr.foursquare.com/sk7776970,S K.
Illegal Burger,https://fr.foursquare.com/v/illegal-burger/4c0a8dbb7e3fc9281dc9f382,https://fastly.4sqi.net/img/general/300x300/48191292_WXHxi_I1okdimzwzM360xIgxqV5y-rvwXxsKJLDj26Y.jpg,8.4,190,Hamburgers,$$$$,"Møllergata 23 (Hospitalsgata), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/MNRGURMFCAULG3K4.jpg,"Thor K. • Septembre 12, 2015
The best burger joint in Oslo, more juicy and flavoursome than both Munchies and Døgnvill, with space for slightly fewer people. Gourmet burger with mushroom is a must-try.","Thor K. • Septembre 12, 2015",https://fr.foursquare.com/ekkelett,Thor K.
Kampen Bistro,https://fr.foursquare.com/v/kampen-bistro/4b0663dcf964a5206eeb22e3,https://fastly.4sqi.net/img/general/300x300/332150_gcGhEuaPhL2WpWe82oAwR_ik6AfP56P5zXBGJSvew-s.jpg,8.4,191,Bar,$$$$,"Bøgata 21, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/TOYDUWCNFK5BS25N.jpg,"KP S. • Novembre 7, 2012
Great place, atmosphere and food. Best cod I ever had. Very nice wine. Great service.","KP S. • Novembre 7, 2012",https://fr.foursquare.com/kps9893979,KP S.
Kanpai Sushi & Izakaya,https://fr.foursquare.com/v/kanpai-sushi--izakaya/60c3ad4647c77877a64d6437,,8.4,192,Sushi,$$$$,"Parkveien 1B, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/9213613_93o11ywk__5uHUpbibvvFW_5cnsx7CrtBhRyzyJZlksB9yzJ48v-hS__5phx7DrUNs0iFgM4A.jpg,"Marius Ø. • Juillet 31, 2021
I’ve been through the entire menu. Sushi is good. Everything from the bbq is excellent and beyond excellent. Kirin on tap. Excellent sake and coctails. All in all absolutely fantastic! I love Kanpai!!","Marius Ø. • Juillet 31, 2021",https://fr.foursquare.com/mariuss5344767,Marius Ø.
Team Escape,https://fr.foursquare.com/v/team-escape/54b6a4a2498e2ada69718950,https://fastly.4sqi.net/img/general/300x300/6137331_q2MsruBc8EZZIlDJJYZQrKyN5rvIo-MmHYvvzc7bOMg.jpg,8.4,193,Culture et loisirs,,"Wessels gate 4a, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Marián B. • Septembre 18, 2015
Wau! Good teambuilding activity.","Marián B. • Septembre 18, 2015",https://fr.foursquare.com/marianb9427873,Marián B.
Bygdøy Sjøbad,https://fr.foursquare.com/v/bygd%C3%B8y-sj%C3%B8bad/4ba4c92df964a520bdb438e3,https://fastly.4sqi.net/img/general/300x300/1811088_UlvywXspExIiWhv3jTG0mkXL4REgj1IwUF5DVpU3Y7Y.jpg,8.4,194,Plage,,"Holsts vei, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/6725727_68xGTTQI_rSkoPQ8_GdsyUykp_ANCZKbkZLgEHrsQ1TYe4NPU2eeLIbB3tu2zMSDaZOH2ruBe.jpg,"Christoffer E. • Juillet 23, 2015
The sunset is okey here and you can ride your bike here. Otherwise it doesn't have much to offer..","Christoffer E. • Juillet 23, 2015",https://fr.foursquare.com/christoffere,Christoffer E.
Eldorado Bokhandel,https://fr.foursquare.com/v/eldorado-bokhandel/52309d9c11d221424603619f,https://fastly.4sqi.net/img/general/300x300/64203357_IYLVNzBBpDtqBt5laK5BLPxpx37FjANyugQHU3KyfBE.jpg,8.4,195,Librairie,,"Torggata 9A, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/95586231-COMQDG2ALWLTMIQ3.jpg,"Stephen . • Août 24, 2017
Huge bookshop (by Norwegian standards). Good selection and nice store to browse.","Stephen . • Août 24, 2017",https://fr.foursquare.com/stephen5995017,Stephen .
Meny,https://fr.foursquare.com/v/meny/4bacef88f964a5207d1b3be3,https://fastly.4sqi.net/img/general/300x300/2978638_3CSo-HX_QK3Ukz3y7Cl5GYLPUrk_Qtut53oG87ORv6U.jpg,8.4,196,Épicerie,,"Ringnes Park (Sannergata 6 C), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/91124_PoKj8OgD_RveTB6396Zcx7JxzwtYQ5yEMj5hxvMrAS5unzUeqgdc5PlZIMrtjoH3g-baIuLXD.jpg,"Peter L. • Mai 1, 2016
Awesome selection of Norwegian beer.","Peter L. • Mai 1, 2016",https://fr.foursquare.com/plindberg,Peter L.
Aroma Tandoori,https://fr.foursquare.com/v/aroma-tandoori/4b9bd33cf964a520d52936e3,https://fastly.4sqi.net/img/general/300x300/2344405_tv_miUYQZuNszK2VL5FCrE219owwYIsenZmk2--pbko.jpg,8.4,197,Indienne,$$$$,"Gamle Ringeriksvei 34, Bekkestua",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3557729-SDZLBB1CV0JKCQ4S.jpg,"Kristina K. • Septembre 9, 2019
This place consistently has amazing dishes! Delicious curries, naan bread, daal. I have so many dishes here, I’ve lost count. Service is en point. Very nice staff.","Kristina K. • Septembre 9, 2019",https://fr.foursquare.com/kristink2042746,Kristina K.
Parkteatret,https://fr.foursquare.com/v/parkteatret/4b0588b4f964a520d1d422e3,https://fastly.4sqi.net/img/general/300x300/29404510_5nGsdHy82x-t9wK8GLbYsbPB_snz4rvflYz8RuKj4Ns.jpg,8.4,198,Arts du spectacle,,"Olaf Ryes plass 11 (Gruners gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CS3GNIHBPGATILWB.jpg,"Eigil M. • Août 31, 2015
One of the most charming places on Grünerløkka! Best beer (AASS) ++ and sometimes great concerts in the hall in the back.","Eigil M. • Août 31, 2015",https://fr.foursquare.com/eimoe,Eigil M.
YME UNIVERSE,https://fr.foursquare.com/v/yme-universe/5406cbfa498e49c41db6d83f,https://fastly.4sqi.net/img/general/300x300/4962262_7uxenQGO2a_BS-RCQ4tJhzWs1P7fXdFJVboh6lpqq38.jpg,8.4,199,Habillement,,"Karl Johansgate. 39 (Første og andre etasje), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Bivitri • Mars 14, 2017
Love this place. Great selection & service!","Bivitri • Mars 14, 2017",https://fr.foursquare.com/bivitri2428311,Bivitri
Bar Boca,https://fr.foursquare.com/v/bar-boca/4b0588b2f964a5204dd422e3,https://fastly.4sqi.net/img/general/300x300/145044927_akkW6-MExcO0o8Q4TrIcXCs-heliOZ1yt0sW2paa6AI.jpg,8.4,200,Cocktail,$$$$,"Thorvald Meyers gate 30, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/142228-OTAVIHUMKIDNVHV2.jpg,"Marius W. • Octobre 11, 2017
Excellent but small-ish cocktail bar. Weekdays good, w'kends a bit over the top. Good choice for melancholy cocktail lovers.","Marius W. • Octobre 11, 2017",https://fr.foursquare.com/mariusw9392809,Marius W.
Restaurant Hot Shop,https://fr.foursquare.com/v/restaurant-hot-shop/5bf58862872f7d00399db2fb,https://fastly.4sqi.net/img/general/300x300/551574_sexmE1_IHl3H07lnws8qI2Xp2yU7UCL9EQBx8bS8iT0.jpg,8.4,201,Restaurant,,"18 Københavngata, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1334636_cc5pEjO9_ID3xNOiVKWMdg88DhstxbQ1M4xCNtu-FedDZsLVjbwITlBcUh2v4_-gyAqaWgo4i.jpg,"Steinar K. • Avril 3, 2022
Superb fixed menu and wine. Excellent service.","Steinar K. • Avril 3, 2022",https://fr.foursquare.com/steinark5672360,Steinar K.
Grønn,https://fr.foursquare.com/v/gr%C3%B8nn/4bcbfb8ffb84c9b6e9c51f3e,https://fastly.4sqi.net/img/general/300x300/208858_YIxJvIoxMVvbm8Hp7zESdpKrxTrQ-TXLTj_Dve5HQM0.jpg,8.3,202,Coffee Shop,$$$$,"Lilleakerveien 29, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Morten • Décembre 17, 2018
Excellent shop/cafe with coffee, salads and a good selection of cheese and charcuterie.","Morten • Décembre 17, 2018",https://fr.foursquare.com/morten3658650,Morten
Brewgata,https://fr.foursquare.com/v/brewgata/5b30a0a0eaf49a002c8b32ea,https://fastly.4sqi.net/img/general/300x300/62297076_ZrwgeN8YDNi121mvPzwmBao_wMbcw_8TkxAGHkfvMRc.jpg,8.3,203,Bar,$$$$,"Brugata 5, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/85994230-2OREEL1HEFBBJNJP.jpg,"Tony Martin K. • Février 18, 2020
The beer selection. The very friendly and helpful crew. Very nice atmosphere. Highly recommended!","Tony Martin K. • Février 18, 2020",https://fr.foursquare.com/tonymark5079853,Tony Martin K.
Åpent Bakeri,https://fr.foursquare.com/v/%C3%A5pent-bakeri/4b45a3c7f964a520d40e26e3,https://fastly.4sqi.net/img/general/300x300/2978638_53fxo5RPbjoso2G7kCzLrR9a_kPL8KNH8JXjHbc9ZCk.jpg,8.3,204,Boulangerie,$$$$,"Damplassen 24, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/-1_1260350502676.jpg,"Nina N. • Janvier 13, 2010
French inspires bakery and coffeebar, uniquely designed like it's sistershops around town. Lovely location, best croissants in Northern Europe!","Nina N. • Janvier 13, 2010",https://fr.foursquare.com/ninanord,Nina N.
Frognerseteren Restaurant,https://fr.foursquare.com/v/frognerseteren-restaurant/4b0588b2f964a52062d422e3,https://fastly.4sqi.net/img/general/300x300/441169267_r0ElUjSx4sKh86_B_y_thxjP7TaXmTcJkCx8dxevS3o.jpg,8.3,205,Scandinave,$$$$,"Holmenkollveien 200, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/ZWHRHHS0FIRMRY3Z.jpg,"Audrey C. • Février 17, 2014
Sit upstairs for the best views. I come back again and again for the lun pai (quiche)!","Audrey C. • Février 17, 2014",https://fr.foursquare.com/audreycamp,Audrey C.
Paradis Gelateria,https://fr.foursquare.com/v/paradis-gelateria/61704ad5f3692042b3dbea3c,https://fastly.4sqi.net/img/general/300x300/3340555_xvXmRV3WWuXGL6si-cKFakgST1TOSxrZxQ4UIx-0RBE.jpg,8.3,206,Glace,$$$$,Karl Johans gate 13,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/513730452_ITB2B1T5_99bsqz-q53_Z5BiBW6D7mTCjzq8OXO6f2O5ztI3mGHm51m4984gjVRDz8cpB-U9q.jpg,"Tima🌸 • Juillet 4, 2022
Passion fruit so goooood 😋♥️","Tima🌸 • Juillet 4, 2022",https://fr.foursquare.com/user513730452,Tima🌸
Vega Scene,https://fr.foursquare.com/v/vega-scene/5bd6ff67b5cb76002c92edc5,https://fastly.4sqi.net/img/general/300x300/2978638_w6KhcYSEfqblO_O1bZT6h9HBFZX_ByWKdc2d57Bsj7M.jpg,8.3,207,Films indépendants,,"Hausmanns gate 28-32 (Vestre Elvebakke), Oslo",Enregistrer ,,,,,
Bombay Cuisine,https://fr.foursquare.com/v/bombay-cuisine/50fee353e4b063a3ad0d6922,https://fastly.4sqi.net/img/general/300x300/82003956_hOhWtawET4vJ1-LcxczQdN6rnqXn1t1LNme1_9P3FLw.jpg,8.3,208,Indienne,$$$$,"Toftes Gate 19B (Sunnmørgata), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/423093791_XOQ8AX0T_FVlvKv_bMW5M8ny-ngYOmw6iW-4g7O9gClWxv_gJQg9KGkBWPdIguSETKVURxM5r.jpg,"Henrik P. • Mai 28, 2017
Bombay Cuisine has very delicious food n the waiters are very friendly. It has also many choices of indian beer and wine. Grilled items are baked in real charcoal which gives natural indisk flavour.","Henrik P. • Mai 28, 2017",https://fr.foursquare.com/henrikp5504571,Henrik P.
Asian Food Market,https://fr.foursquare.com/v/asian-food-market/4cdc03b1fc973704ce9fd205,https://fastly.4sqi.net/img/general/300x300/80418546_JZ7VlG_n76R3_wFnsgb2qzHZgcz1mQgo7Pxo1tynaWU.jpg,8.3,209,Épicerie,,"Osterhaus gate 8 (Calmeyers Gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/468247266_F4Gn68Dd_OMJUo9MQMg6tSXkGB6g5Y_cEK-2zXcdNgwyPEX2mSuhs_EV2i-yZCC3I2FV_bb7a.jpg,"Thao T. L. • Août 6, 2018
The selection of Asian vegetables and fruit, dry groceries and sauces.They also have a lot of frozen groceries and a big variety of vegan and vegetarian groceries.","Thao T. L. • Août 6, 2018",https://fr.foursquare.com/thaot.l1278157,Thao T. L.
Vinmonopolet (Elisenberg),https://fr.foursquare.com/v/vinmonopolet-elisenberg/4b793253f964a520aeee2ee3,https://fastly.4sqi.net/img/general/300x300/1813168_GNxsSca8fy9-OPtqkE8KH9yTUpJ7ERzb22g7fxmShCc.jpg,8.3,210,Caviste,,"Elisenbergveien 37B, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EHXW1ZSM2JGEQ5JH.jpg,"Audun A. • Août 25, 2013
Å fyfan. Vinmonopolet er det beste som har skjedd norsk alkoholkultur ever. Enjoy utvalg og gode priser.","Audun A. • Août 25, 2013",https://fr.foursquare.com/bakkeandersen,Audun A.
The Whisky Bar,https://fr.foursquare.com/v/the-whisky-bar/4bea8f94f90e9c74416be3ed,https://fastly.4sqi.net/img/general/300x300/166716_uOgi1Ot1Smf-uwz0zM7ywJkWC2QWzjeJJs-X0jgSsjM.jpg,8.3,211,Bar à whisky,$$$$,"Kongensgate 13, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/86700225-NQ3KBQ5ZKD5PIVZH.jpg,"Baard S. • Juin 18, 2015
Try some of their Japanese whisky selection. Exquisite!","Baard S. • Juin 18, 2015",https://fr.foursquare.com/baards9055081,Baard S.
Voldsløkka,https://fr.foursquare.com/v/voldsl%C3%B8kka/4baba03cf964a5206fba3ae3,https://fastly.4sqi.net/img/general/300x300/594271_I7yZv4IHnroygdCBXfuLTdRYgevHwE0tRVaLJ69ee7U.jpg,8.3,212,Terrain de football,,"Voldsløkka, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/6725727_68xGTTQI_rSkoPQ8_GdsyUykp_ANCZKbkZLgEHrsQ1TYe4NPU2eeLIbB3tu2zMSDaZOH2ruBe.jpg,"Christoffer E. • Mai 27, 2015
8 good beach volleyball courts. To find out when they are booked for training, head over to osvb.no/ukeplan/","Christoffer E. • Mai 27, 2015",https://fr.foursquare.com/christoffere,Christoffer E.
Omakase By Alex Cabiao,https://fr.foursquare.com/v/omakase-by-alex-cabiao/590b377f60255e01fcbaddda,https://fastly.4sqi.net/img/general/300x300/18173095_AN2h-waaqhg-Il9eaWv160F7zMyhJgPdpS-W9JWnJA8.jpg,8.3,213,Sushi,$$$$,"Ruseløkkveien 3, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/166906983-GKUO4H25EOAX5GQP.jpg,"Hildegunn N. • Octobre 2, 2018
One of two proper sushi omakase restaurants in Norway. The best of Norwegian seafood.","Hildegunn N. • Octobre 2, 2018",https://fr.foursquare.com/lukkepengar,Hildegunn N.
Middelalderparken,https://fr.foursquare.com/v/middelalderparken/4b8949c9f964a520c92832e3,https://fastly.4sqi.net/img/general/300x300/3594373_0a5py2PNQzTRo-HwN3mrkXcBzAKrBM6sV5RBHSK0fF4.jpg,8.3,214,Parc,,"Bispegata, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/PYDZBXEVTB5FBYYW.jpg,"Ronny B. • Février 26, 2010
Great venue for skating, concerts, sunbathing, outdoor sports, relaxation or just walking the dog.","Ronny B. • Février 26, 2010",https://fr.foursquare.com/happychap,Ronny B.
Riktige leker,https://fr.foursquare.com/v/riktige-leker/4bd2dbdd77b29c7407728f82,https://fastly.4sqi.net/img/general/300x300/46847714_zf4ODcof5SjJNFwV3PtZtIFtyTQUCs5Z-BH2D4-a_PM.jpg,8.3,215,Jeux et jouets,,Haakon VIIs gate 1,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/E2BDG5BHLEAC0J4U.jpg,"MJW147 • Mai 26, 2022
Oyuncak seviyorsanız kaçmaz, çok keyifli bir dükkan. Malesef kurlar bu şekilde olmasa çok şey alınır 😊","MJW147 • Mai 26, 2022",https://fr.foursquare.com/mjw1474314504,MJW147
Kaffebrenneriet,https://fr.foursquare.com/v/kaffebrenneriet/4c723fed13228cfaf38b2a65,https://fastly.4sqi.net/img/general/300x300/60457368_kG02nCFl0WsjOI8qb0I7lTB7m4G3Pn21j5CZhD9yqV0.jpg,8.3,216,Coffee Shop,$$$$,"Vitaminveien 9, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/XEZRSKSNBNQWHOZN.jpg,"Ståle D. • Décembre 21, 2011
Nice scones and good coffe :-)","Ståle D. • Décembre 21, 2011",https://fr.foursquare.com/staaled,Ståle D.
Grefsenkollen,https://fr.foursquare.com/v/grefsenkollen/54a92ac3498eb4694344f20d,https://fastly.4sqi.net/img/general/300x300/551574_ECiSvfoZiF4CoKAXYBStO0g1IdcdtCHU6nHUE9roSN0.jpg,8.3,217,Belvédère / Panorama,,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/6725727_68xGTTQI_rSkoPQ8_GdsyUykp_ANCZKbkZLgEHrsQ1TYe4NPU2eeLIbB3tu2zMSDaZOH2ruBe.jpg,"Christoffer E. • Août 16, 2015
The best view over Oslo during sunset! And a good work out session to bike up..","Christoffer E. • Août 16, 2015",https://fr.foursquare.com/christoffere,Christoffer E.
Stockfleths,https://fr.foursquare.com/v/stockfleths/4b5d73e1f964a5206b5d29e3,https://fastly.4sqi.net/img/general/300x300/551574_Ce7AxJgJ38SaFIa-0Mohh3txcfO3OShenarGvYKSGc0.jpg,8.2,218,Coffee Shop,$$$$,"C. J. Hambros plass 4, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/LQMCVCQE5QASLJXP.jpg,"Frode H. • Décembre 16, 2010
Best early morning espresso in Oslo.","Frode H. • Décembre 16, 2010",https://fr.foursquare.com/frodehaugen,Frode H.
Illegal Burger,https://fr.foursquare.com/v/illegal-burger/562fb4b8498ebaac75b55a97,https://fastly.4sqi.net/img/general/300x300/16681_XI8QhyKVzPH7H-kEksG7Gt7QUIcm0OzcQlMv8lJOtlQ.jpg,8.2,219,Hamburgers,$$$$,"Markveien, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/86230243_yOXb0R4a_1JcEFKhxRL6t5ulNWQIlwgyBKkqyvdch9KLdGm-ECQQkS9zs-NxgURbU59Es673L.jpg,"Sepehr Y. • Août 4, 2016
Tasty veggie burger with great french potato in a cozy atmosphere.","Sepehr Y. • Août 4, 2016",https://fr.foursquare.com/sepehry4328036,Sepehr Y.
